shipment_id,origin,destination,rain_mm,wind_speed,traffic_index,distance_km,priority,historical_delay,target_risk
S-2422,Shanghai,Frankfurt,31,9,27,11263,High,3.0,60
S-2423,Rotterdam,Dubai,1,40,88,678,High,1.7,53
S-2424,Rotterdam,Los Angeles,71,8,49,5146,Medium,4.2,59
S-2425,Chicago,Singapore,91,77,85,1725,Critical,5.5,100
S-2426,Rotterdam,Frankfurt,25,25,6,8592,Critical,0.4,41
S-2427,Frankfurt,Dubai,15,57,21,10353,High,4.7,60
S-2428,Toronto,Mumbai,36,2,82,9933,Low,7.3,70
S-2429,Shanghai,New York,4,68,67,1140,High,5.2,61
S-2430,New York,Dubai,106,53,92,5431,High,2.5,92
S-2431,Frankfurt,Dubai,71,40,63,10532,Low,3.1,74
S-2432,New York,Chicago,108,15,47,10624,Low,0.2,54
S-2433,Mumbai,Los Angeles,13,41,88,7638,Medium,1.4,51
S-2434,Sydney,Rotterdam,104,68,0,11776,Low,2.1,72
S-2435,Mumbai,Shanghai,6,38,9,4820,High,5.5,57
S-2436,Frankfurt,Singapore,89,21,17,10059,Critical,1.0,67
S-2437,Shanghai,Tokyo,113,52,81,7820,Low,4.2,88
S-2438,Toronto,New York,84,62,35,5774,Critical,1.8,76
S-2439,Singapore,Dubai,45,71,31,11304,Medium,5.6,71
S-2440,New York,Mumbai,27,1,85,4041,Critical,6.5,75
S-2441,New York,Dubai,43,26,75,9144,High,6.1,81
S-2442,Sydney,New York,83,19,64,2231,Medium,1.8,60
S-2443,Frankfurt,Chicago,111,79,65,3826,Critical,1.5,92
S-2444,Frankfurt,Shanghai,87,39,73,11123,Low,1.2,78
S-2445,Dubai,Shanghai,30,2,58,3564,High,0.2,45
S-2446,Chicago,New York,45,33,15,9516,Low,2.8,43
S-2447,Shanghai,New York,64,55,65,5967,Low,3.5,67
S-2448,Dubai,Mumbai,83,48,93,7423,Medium,2.4,81
S-2449,Shanghai,Tokyo,35,67,77,8587,Critical,0.9,68
S-2450,Tokyo,Los Angeles,14,28,14,1370,Low,4.6,32
S-2451,Dubai,Toronto,12,35,28,10661,Critical,3.1,54
S-2452,Los Angeles,Rotterdam,63,26,21,3835,High,5.1,71
S-2453,Toronto,Singapore,93,0,12,3532,Critical,5.9,84
S-2454,Sydney,Los Angeles,21,40,87,1637,Medium,1.5,58
S-2455,New York,Shanghai,1,60,54,5973,Low,1.4,37
S-2456,Dubai,Los Angeles,86,1,76,6269,Critical,4.7,90
S-2457,Los Angeles,Chicago,14,5,2,9794,High,6.7,57
S-2458,Chicago,Shanghai,96,18,99,2038,Low,2.4,75
S-2459,Rotterdam,Chicago,62,44,69,4716,Critical,2.0,77
S-2460,Mumbai,Frankfurt,38,42,66,11377,Critical,0.9,74
S-2461,Chicago,Sydney,2,18,52,4108,Medium,2.9,33
S-2462,Los Angeles,Tokyo,94,55,46,3880,Low,1.6,62
S-2463,Tokyo,Dubai,35,80,86,9427,Critical,7.9,100
S-2464,Chicago,Shanghai,33,44,42,6906,Critical,7.6,83
S-2465,Singapore,Los Angeles,5,74,66,11998,High,6.7,79
S-2466,Frankfurt,Chicago,72,44,36,2305,Low,4.0,63
S-2467,Shanghai,Chicago,87,19,66,5247,Medium,2.4,66
S-2468,Dubai,Rotterdam,1,58,5,4060,High,6.6,51
S-2469,Mumbai,Chicago,39,0,55,6271,Low,0.4,31
S-2470,Rotterdam,Singapore,100,64,85,9687,Medium,7.6,100
S-2471,Singapore,Shanghai,93,25,55,10088,Low,2.3,61
S-2472,New York,Rotterdam,31,49,54,7039,Low,7.1,78
S-2473,Singapore,Tokyo,39,22,72,7640,High,6.4,76
S-2474,Tokyo,Los Angeles,32,17,53,9581,Medium,2.4,47
S-2475,Singapore,Tokyo,118,80,59,9442,Medium,3.0,100
S-2476,Frankfurt,Dubai,17,67,56,11872,High,4.0,77
S-2477,Sydney,Rotterdam,59,45,54,8143,Critical,7.7,99
S-2478,Mumbai,Toronto,3,53,11,2803,High,6.3,58
S-2479,Chicago,Rotterdam,16,79,69,9766,High,0.4,69
S-2480,Frankfurt,Shanghai,51,0,59,8987,Critical,6.7,79
S-2481,Mumbai,Rotterdam,106,13,42,10237,Low,6.6,86
S-2482,New York,Rotterdam,110,7,15,10078,Low,5.6,74
S-2483,Shanghai,Toronto,94,63,17,4162,Medium,2.4,63
S-2484,Sydney,Mumbai,103,62,79,11768,Medium,0.9,79
S-2485,Shanghai,Tokyo,112,15,66,2087,Medium,1.6,69
S-2486,Mumbai,Toronto,56,50,7,2495,High,3.2,52
S-2487,Los Angeles,Toronto,33,78,87,7694,Low,3.5,74
S-2488,Mumbai,Los Angeles,18,30,21,8880,Medium,3.8,45
S-2489,Singapore,Sydney,12,75,63,6518,High,3.1,71
S-2490,Dubai,Chicago,53,54,18,958,High,3.7,62
S-2491,Frankfurt,Mumbai,74,38,4,11069,Critical,0.3,70
S-2492,Rotterdam,Shanghai,59,58,35,649,Medium,2.9,64
S-2493,Chicago,Los Angeles,44,67,49,8905,Low,1.4,51
S-2494,Rotterdam,Sydney,92,72,43,8028,Medium,2.2,82
S-2495,Tokyo,Singapore,118,50,8,11069,Critical,3.0,90
S-2496,Toronto,Sydney,23,73,90,8806,High,1.0,68
S-2497,Toronto,Tokyo,44,74,79,7115,Low,0.4,65
S-2498,Sydney,Shanghai,29,12,85,2240,Critical,7.5,84
S-2499,Rotterdam,Los Angeles,98,30,13,3350,Critical,6.0,85
S-2500,Dubai,Mumbai,78,32,14,1113,Low,3.5,49
S-2501,Toronto,Sydney,107,3,22,5761,Low,5.6,68
S-2502,Shanghai,Sydney,73,71,25,3706,High,3.9,78
S-2503,Singapore,Los Angeles,25,20,55,9159,Medium,0.7,38
S-2504,Tokyo,Sydney,12,26,4,2802,Low,2.9,26
S-2505,Toronto,Chicago,110,9,43,3536,Critical,1.5,71
S-2506,Toronto,New York,64,45,45,10633,Medium,6.4,83
S-2507,Frankfurt,Sydney,48,9,72,1780,Medium,6.3,66
S-2508,Dubai,Shanghai,63,29,6,10354,High,0.2,57
S-2509,Singapore,Rotterdam,49,45,8,3086,High,0.6,47
S-2510,Los Angeles,Toronto,119,78,64,5615,Critical,4.9,100
S-2511,Sydney,Dubai,74,60,33,11202,Low,0.3,56
S-2512,Singapore,Los Angeles,42,7,17,3846,High,7.4,68
S-2513,Mumbai,Singapore,63,9,72,10494,Low,2.8,57
S-2514,Frankfurt,Tokyo,94,78,10,9534,Critical,7.6,100
S-2515,Sydney,Mumbai,13,4,63,8816,Medium,5.2,57
S-2516,New York,Singapore,100,29,2,1406,Low,6.2,70
S-2517,Los Angeles,Toronto,77,48,87,11700,Low,4.4,79
S-2518,Frankfurt,New York,89,16,55,11990,Critical,4.4,87
S-2519,New York,Dubai,114,78,47,6263,Medium,2.7,93
S-2520,Mumbai,Singapore,29,11,75,664,Medium,3.3,56
S-2521,Chicago,Tokyo,5,1,92,4594,Low,0.6,29
S-2522,New York,Shanghai,36,5,40,6228,Medium,8.0,63
S-2523,Toronto,Frankfurt,61,15,84,1758,Low,2.0,56
S-2524,Los Angeles,Chicago,90,45,28,7766,High,7.5,99
S-2525,Chicago,Singapore,111,31,67,4883,High,5.6,98
S-2526,Dubai,Mumbai,44,52,90,10688,Critical,2.2,81
S-2527,Shanghai,Toronto,29,39,94,9559,Medium,1.0,65
S-2528,Shanghai,Mumbai,30,56,83,7934,Low,0.2,58
S-2529,Mumbai,Rotterdam,35,75,49,5421,Low,0.5,54
S-2530,Toronto,Frankfurt,63,2,48,6802,Critical,0.4,55
S-2531,Frankfurt,Shanghai,84,55,68,1356,High,0.3,74
S-2532,Rotterdam,Mumbai,116,77,96,6008,High,6.5,100
S-2533,Los Angeles,Mumbai,43,79,55,7504,Low,6.5,79
S-2534,Frankfurt,Sydney,36,68,59,7444,High,1.3,64
S-2535,New York,Los Angeles,16,1,35,11683,High,0.7,38
S-2536,Chicago,Singapore,43,73,50,1132,High,2.9,69
S-2537,Singapore,Sydney,103,77,1,2536,High,4.5,79
S-2538,Singapore,Shanghai,56,59,2,7707,Low,3.7,52
S-2539,New York,Sydney,108,71,27,7194,Low,4.6,75
S-2540,Singapore,Tokyo,70,40,8,7716,Medium,2.1,60
S-2541,Singapore,Rotterdam,111,63,16,4226,Medium,1.2,68
S-2542,Tokyo,Mumbai,29,14,83,1130,Medium,5.5,69
S-2543,New York,Tokyo,40,5,70,4234,Low,7.6,65
S-2544,Singapore,Mumbai,86,45,69,1232,Medium,2.8,66
S-2545,Chicago,New York,14,65,9,4382,Medium,2.6,40
S-2546,Tokyo,Frankfurt,9,54,36,2844,Low,2.6,43
S-2547,Rotterdam,Frankfurt,52,47,60,5317,Low,1.3,46
S-2548,Singapore,Shanghai,116,75,3,2240,Medium,6.5,87
S-2549,Sydney,Chicago,100,74,91,6136,Medium,3.0,95
S-2550,Mumbai,Sydney,92,19,48,11136,Low,7.6,94
S-2551,Los Angeles,Tokyo,64,73,80,9482,Critical,4.3,94
S-2552,Chicago,Mumbai,77,60,84,9092,Critical,2.5,91
S-2553,Toronto,Singapore,116,31,42,4482,High,1.8,75
S-2554,Sydney,Dubai,88,30,56,7216,High,0.6,71
S-2555,Chicago,Dubai,117,46,83,8432,Medium,3.6,94
S-2556,Los Angeles,Tokyo,105,16,68,4513,Critical,5.4,100
S-2557,Shanghai,Tokyo,33,36,43,5642,Low,0.7,38
S-2558,Chicago,Shanghai,73,63,80,3745,Medium,7.0,87
S-2559,Shanghai,Dubai,53,33,97,9586,Critical,5.9,94
S-2560,Mumbai,New York,3,21,9,2668,Critical,7.2,56
S-2561,Shanghai,New York,89,71,30,5306,Low,2.7,73
S-2562,Rotterdam,Tokyo,77,78,13,1241,Low,5.9,67
S-2563,New York,Frankfurt,80,57,94,7638,High,6.1,100
S-2564,Shanghai,Los Angeles,92,75,65,1872,Medium,7.2,99
S-2565,Toronto,Rotterdam,86,58,48,5750,Critical,1.4,84
S-2566,Toronto,Singapore,120,12,29,5371,Critical,2.7,83
S-2567,Chicago,Toronto,74,65,54,5173,High,3.1,85
S-2568,Shanghai,Los Angeles,5,26,55,9005,High,4.6,63
S-2569,Rotterdam,Dubai,44,36,21,2442,High,2.2,50
S-2570,Los Angeles,Shanghai,36,33,77,2238,Medium,5.3,63
S-2571,Dubai,Singapore,70,65,96,3266,Low,4.8,76
S-2572,Chicago,Toronto,102,24,0,8501,Low,3.0,55
S-2573,Toronto,Frankfurt,93,56,66,2567,Critical,2.4,81
S-2574,Sydney,Dubai,56,55,63,4809,Low,6.9,75
S-2575,Sydney,Tokyo,14,45,10,4144,Low,2.6,34
S-2576,Rotterdam,Singapore,58,80,94,8902,Low,5.7,89
S-2577,Mumbai,New York,12,66,40,3619,Low,7.6,66
S-2578,Mumbai,Singapore,17,75,48,4107,Medium,2.1,47
S-2579,New York,Shanghai,93,63,36,2659,Medium,5.1,74
S-2580,Chicago,Los Angeles,0,55,8,8539,Medium,5.7,45
S-2581,Frankfurt,Singapore,78,48,80,10066,Medium,5.1,91
S-2582,Chicago,Sydney,23,38,29,5286,Critical,3.9,65
S-2583,Frankfurt,Tokyo,45,69,61,5340,Low,1.8,65
S-2584,Singapore,New York,57,41,31,11353,Critical,0.9,68
S-2585,Rotterdam,Sydney,14,44,89,7022,Medium,6.2,75
S-2586,New York,Tokyo,52,30,3,5266,High,4.1,65
S-2587,Frankfurt,Mumbai,71,41,33,11559,High,3.3,81
S-2588,New York,Frankfurt,51,33,6,4896,Critical,5.8,69
S-2589,Tokyo,Mumbai,39,57,52,4125,Medium,4.3,70
S-2590,Tokyo,Dubai,78,78,42,2617,Low,7.6,78
S-2591,Frankfurt,Dubai,99,42,45,9558,Low,5.2,83
S-2592,Los Angeles,Frankfurt,68,25,20,9276,Critical,6.9,83
S-2593,Singapore,Shanghai,116,47,42,7273,Medium,4.4,83
S-2594,Mumbai,Dubai,108,2,96,9127,Low,4.0,89
S-2595,New York,Mumbai,20,36,38,897,Medium,5.1,55
S-2596,Los Angeles,Mumbai,34,15,100,6690,Critical,1.0,72
S-2597,Singapore,Dubai,9,9,64,7305,Low,0.1,37
S-2598,Chicago,Tokyo,117,19,12,10136,Critical,1.6,80
S-2599,Singapore,Frankfurt,54,65,95,883,High,2.2,72
S-2600,Dubai,Rotterdam,83,73,60,6669,High,3.4,84
S-2601,Frankfurt,Toronto,35,61,36,9236,Medium,3.1,61
S-2602,Sydney,Frankfurt,47,69,91,2274,Critical,1.8,73
S-2603,Frankfurt,Los Angeles,57,47,61,9726,Low,5.1,72
S-2604,Shanghai,Sydney,10,12,71,3273,Medium,6.9,62
S-2605,Toronto,Los Angeles,10,18,51,10600,Critical,4.2,72
S-2606,Toronto,Los Angeles,7,63,32,7247,High,5.9,73
S-2607,Shanghai,Mumbai,41,72,76,7160,Low,2.1,60
S-2608,Chicago,New York,69,63,40,11182,Medium,2.6,76
S-2609,New York,Toronto,71,10,13,7474,Low,3.0,54
S-2610,Mumbai,Los Angeles,66,15,21,3733,Critical,7.0,73
S-2611,Mumbai,New York,63,21,80,9094,Critical,1.1,82
S-2612,Chicago,Frankfurt,51,1,37,2426,Critical,8.0,83
S-2613,Tokyo,Singapore,66,41,78,6588,Medium,1.1,67
S-2614,Tokyo,Los Angeles,102,78,91,6582,High,3.8,100
S-2615,Rotterdam,Shanghai,21,67,91,8263,Low,2.5,58
S-2616,Shanghai,Chicago,8,0,39,11992,Medium,1.6,32
S-2617,Chicago,New York,42,12,7,10739,Critical,4.8,60
S-2618,Rotterdam,Sydney,71,28,44,10802,Low,7.4,78
S-2619,Singapore,New York,74,39,47,10731,Critical,7.5,100
S-2620,Chicago,Sydney,84,25,9,10209,Medium,0.8,49
S-2621,Singapore,Shanghai,33,72,13,2575,Critical,2.6,65
S-2622,Toronto,Tokyo,35,78,85,8256,Medium,1.3,73
S-2623,Los Angeles,Singapore,11,78,18,2848,Medium,3.8,42
S-2624,Rotterdam,Dubai,114,6,17,8883,Critical,3.4,82
S-2625,Rotterdam,Singapore,64,15,30,9677,Critical,3.0,70
S-2626,Sydney,New York,45,39,66,5693,Low,7.1,80
S-2627,Los Angeles,Shanghai,81,35,91,2841,Critical,4.5,94
S-2628,Sydney,Singapore,87,15,71,7633,High,1.4,80
S-2629,Rotterdam,Chicago,98,44,93,7448,Medium,4.9,100
S-2630,Los Angeles,New York,47,22,95,674,Medium,3.5,65
S-2631,Los Angeles,Mumbai,75,39,42,2041,High,7.3,87
S-2632,Mumbai,Tokyo,34,4,82,5004,Critical,3.2,73
S-2633,Sydney,Singapore,35,80,7,9874,Low,6.9,75
S-2634,New York,Tokyo,80,58,62,3347,Critical,6.0,100
S-2635,Chicago,Dubai,4,47,3,10542,Medium,5.6,47
S-2636,Shanghai,Dubai,53,15,7,7764,Low,2.5,47
S-2637,Chicago,Singapore,109,24,83,10559,Low,2.7,85
S-2638,Rotterdam,Shanghai,115,75,92,6500,Low,7.5,100
S-2639,Frankfurt,Sydney,85,7,8,3661,Medium,5.8,57
S-2640,Shanghai,Chicago,5,35,77,3755,Critical,1.4,61
S-2641,Mumbai,Rotterdam,35,71,44,2428,High,3.7,72
S-2642,Sydney,Dubai,72,59,11,2404,Low,1.5,41
S-2643,Shanghai,Frankfurt,75,80,2,3274,Low,1.7,50
S-2644,New York,Dubai,112,31,39,11655,Medium,6.0,97
S-2645,Shanghai,Rotterdam,6,48,90,5203,Medium,2.2,57
S-2646,Rotterdam,New York,28,24,34,3764,Medium,7.8,61
S-2647,Sydney,New York,33,11,62,6318,High,2.8,62
S-2648,Chicago,New York,106,80,87,3293,Low,7.6,100
S-2649,Frankfurt,Shanghai,68,72,26,7608,High,5.2,86
S-2650,Singapore,Los Angeles,43,64,70,4906,Low,4.1,63
S-2651,Singapore,Los Angeles,59,33,4,2389,Medium,3.8,50
S-2652,Toronto,Rotterdam,47,72,48,11285,Low,2.6,59
S-2653,Tokyo,Rotterdam,111,1,20,7404,Critical,2.7,79
S-2654,Dubai,Los Angeles,116,45,39,3166,Critical,4.4,99
S-2655,Mumbai,Chicago,103,78,58,10225,Critical,5.8,100
S-2656,Los Angeles,Rotterdam,92,47,76,6035,Critical,5.4,100
S-2657,Mumbai,Singapore,97,64,13,7397,Critical,6.2,99
S-2658,Frankfurt,Tokyo,3,20,65,3226,High,7.1,70
S-2659,Chicago,Los Angeles,72,17,16,11369,High,6.3,72
S-2660,Dubai,Rotterdam,101,18,44,8015,Critical,1.3,71
S-2661,Tokyo,Shanghai,25,22,38,5538,Low,1.5,41
S-2662,Los Angeles,New York,11,31,19,11718,High,0.0,34
S-2663,Rotterdam,Dubai,60,70,87,6956,Medium,7.3,100
S-2664,Frankfurt,Chicago,90,31,97,2069,Critical,1.0,88
S-2665,Shanghai,New York,98,41,36,11555,Critical,4.8,98
S-2666,Dubai,Frankfurt,62,75,3,4132,Medium,6.1,68
S-2667,Rotterdam,Frankfurt,64,0,78,10316,Critical,7.3,100
S-2668,Los Angeles,Shanghai,63,24,5,3960,High,3.5,54
S-2669,Frankfurt,Sydney,23,54,19,5168,High,3.1,60
S-2670,New York,Mumbai,33,53,22,3179,Critical,5.5,77
S-2671,Dubai,Chicago,103,10,44,11740,Low,5.2,78
S-2672,Mumbai,Los Angeles,40,16,73,8806,Critical,5.5,77
S-2673,New York,Sydney,85,51,54,1393,High,3.4,82
S-2674,Tokyo,Dubai,77,57,64,6608,Critical,5.7,100
S-2675,Chicago,Rotterdam,14,22,54,9211,Critical,7.0,73
S-2676,Shanghai,Mumbai,43,75,33,3737,Critical,3.5,73
S-2677,Singapore,Mumbai,15,62,58,6514,Low,7.1,72
S-2678,Rotterdam,Singapore,54,43,86,5352,Low,4.3,66
S-2679,Singapore,Frankfurt,53,2,57,5818,High,5.1,72
S-2680,Dubai,Frankfurt,93,4,68,6991,Medium,1.4,67
S-2681,Dubai,Los Angeles,93,18,81,8584,Critical,7.1,100
S-2682,New York,Tokyo,31,67,72,8010,Low,0.6,52
S-2683,Mumbai,Los Angeles,77,12,48,8898,Low,2.7,63
S-2684,Sydney,Singapore,54,51,2,3513,High,5.8,71
S-2685,Dubai,New York,14,24,73,4775,High,4.9,66
S-2686,Los Angeles,Mumbai,47,73,60,4025,Critical,2.2,80
S-2687,Shanghai,Rotterdam,64,5,77,7031,Medium,5.4,73
S-2688,Mumbai,New York,26,2,100,7288,Medium,2.2,57
S-2689,Toronto,Sydney,40,12,28,4183,Low,5.7,47
S-2690,Dubai,Tokyo,36,77,58,10132,Critical,5.1,89
S-2691,Chicago,Frankfurt,60,71,1,6118,High,2.6,68
S-2692,New York,Shanghai,59,63,26,9220,Medium,5.4,72
S-2693,Frankfurt,Mumbai,84,73,10,10844,Critical,4.5,89
S-2694,Dubai,Singapore,95,67,47,5481,High,6.0,97
S-2695,Tokyo,New York,3,19,79,10083,Medium,5.0,64
S-2696,Frankfurt,New York,97,2,96,5151,Critical,7.9,100
S-2697,Chicago,Shanghai,48,77,15,2088,Critical,1.7,56
S-2698,Toronto,Singapore,22,20,98,7071,Critical,2.8,69
S-2699,Frankfurt,Tokyo,35,40,98,6450,Low,5.3,76
S-2700,Tokyo,Sydney,40,64,68,9224,Critical,1.8,77
S-2701,New York,Chicago,36,57,20,3410,Critical,2.3,60
S-2702,Rotterdam,Chicago,83,22,87,2110,Critical,4.6,90
S-2703,Frankfurt,New York,24,3,79,4173,Medium,4.9,60
S-2704,Dubai,Tokyo,73,52,2,5825,Medium,1.3,54
S-2705,New York,Sydney,11,47,2,10352,Critical,4.4,67
S-2706,Los Angeles,Shanghai,58,47,92,4420,Medium,3.8,81
S-2707,Los Angeles,Frankfurt,16,37,8,1006,Medium,4.6,41
S-2708,Los Angeles,Sydney,77,56,30,3397,Critical,4.0,75
S-2709,Toronto,Rotterdam,111,20,31,8072,Low,0.1,49
S-2710,Tokyo,Sydney,52,66,60,6813,Low,6.3,75
S-2711,Sydney,Chicago,15,77,82,9251,Low,3.5,72
S-2712,Sydney,Mumbai,37,50,92,1153,High,3.2,79
S-2713,Chicago,Sydney,83,56,54,2532,Low,1.2,56
S-2714,Toronto,Dubai,92,21,46,7264,High,1.1,64
S-2715,New York,Los Angeles,33,12,42,11019,Low,3.7,55
S-2716,New York,Los Angeles,96,33,43,5338,Critical,2.6,81
S-2717,Sydney,Singapore,72,35,76,1085,Medium,1.2,58
S-2718,Mumbai,Singapore,112,47,72,6442,High,2.5,95
S-2719,Shanghai,Tokyo,81,39,60,7706,High,1.2,78
S-2720,Sydney,Shanghai,18,77,37,6795,High,5.1,64
S-2721,Los Angeles,Tokyo,38,18,74,697,High,2.9,60
S-2722,Sydney,Chicago,51,61,79,3291,High,5.2,87
S-2723,Chicago,Rotterdam,66,47,48,8450,Medium,7.0,85
S-2724,Shanghai,Chicago,114,48,1,11456,Low,2.7,66
S-2725,Los Angeles,Singapore,19,35,77,2459,Medium,2.9,54
S-2726,Toronto,Sydney,116,1,95,9087,Medium,5.9,97
S-2727,Tokyo,Mumbai,51,80,12,5898,Low,2.2,52
S-2728,Sydney,Chicago,111,10,7,7817,Medium,2.0,65
S-2729,Sydney,Shanghai,88,31,29,11799,Critical,1.4,79
S-2730,Singapore,Toronto,35,11,95,3613,Low,7.2,66
S-2731,Chicago,Singapore,7,26,29,4496,Critical,3.7,54
S-2732,Mumbai,Frankfurt,101,9,25,8336,Low,3.5,63
S-2733,Los Angeles,Dubai,69,75,27,10302,Critical,2.4,75
S-2734,Toronto,Frankfurt,110,14,92,7752,Medium,4.7,96
S-2735,Toronto,New York,0,32,96,7171,High,3.9,62
S-2736,Rotterdam,Toronto,61,65,36,11072,High,2.1,74
S-2737,Los Angeles,Frankfurt,35,71,64,5559,Critical,0.9,74
S-2738,Shanghai,Chicago,0,40,65,8208,Critical,1.3,51
S-2739,Frankfurt,Sydney,38,12,56,6110,Medium,1.5,41
S-2740,Los Angeles,Singapore,39,64,39,5743,Critical,0.8,60
S-2741,Toronto,Los Angeles,73,19,41,3062,Medium,6.1,76
S-2742,Shanghai,Los Angeles,78,20,41,8961,Critical,5.2,92
S-2743,Frankfurt,Singapore,29,33,60,5474,High,1.2,52
S-2744,Sydney,Rotterdam,106,40,57,5546,Critical,4.5,100
S-2745,Frankfurt,Mumbai,97,51,7,7197,High,5.2,78
S-2746,New York,Singapore,2,25,26,11347,High,2.4,45
S-2747,Mumbai,Frankfurt,54,48,41,9643,Medium,6.4,81
S-2748,Chicago,New York,109,35,13,1719,Medium,1.3,61
S-2749,New York,Tokyo,60,5,99,11303,Critical,5.5,100
S-2750,Sydney,New York,31,35,77,10102,Critical,0.5,60
S-2751,Tokyo,Rotterdam,35,68,47,7678,High,0.9,56
S-2752,Sydney,Dubai,41,52,19,2964,High,4.6,63
S-2753,Dubai,Chicago,31,41,73,9455,High,4.5,83
S-2754,Singapore,Mumbai,17,8,100,11956,High,7.7,86
S-2755,New York,Los Angeles,23,41,59,4230,Critical,2.9,61
S-2756,Tokyo,Singapore,32,77,95,879,Medium,1.0,60
S-2757,Frankfurt,New York,103,62,6,9157,Low,7.3,87
S-2758,Rotterdam,Mumbai,72,55,4,8761,High,6.3,81
S-2759,Singapore,Tokyo,42,8,94,1737,Low,7.8,78
S-2760,Dubai,Toronto,20,65,11,9903,Critical,4.9,67
S-2761,Dubai,Sydney,55,35,59,7893,Medium,5.2,68
S-2762,Shanghai,Sydney,73,43,58,9146,Critical,7.1,100
S-2763,Toronto,Singapore,0,79,49,809,Low,1.8,38
S-2764,Shanghai,Rotterdam,109,28,74,11551,High,4.3,100
S-2765,Tokyo,Los Angeles,98,73,45,9951,Medium,1.5,74
S-2766,Los Angeles,Rotterdam,23,12,3,9239,Low,6.2,48
S-2767,Rotterdam,Dubai,41,40,29,11283,Medium,1.6,48
S-2768,Frankfurt,Singapore,29,27,98,6321,Low,1.1,59
S-2769,New York,Dubai,106,48,3,7773,Medium,3.0,69
S-2770,New York,Frankfurt,25,26,98,6734,Low,0.7,44
S-2771,Chicago,Tokyo,92,66,15,3168,Medium,1.0,59
S-2772,Sydney,Toronto,45,40,53,3629,Medium,7.9,82
S-2773,Chicago,Rotterdam,61,32,65,2334,Critical,0.1,62
S-2774,Frankfurt,New York,109,12,45,6404,High,6.7,92
S-2775,Tokyo,Singapore,29,10,83,11044,Critical,7.0,83
S-2776,Singapore,Sydney,114,41,5,2805,Medium,1.4,53
S-2777,Shanghai,Toronto,19,17,88,8197,Low,0.5,49
S-2778,Los Angeles,Sydney,37,47,79,7297,Medium,3.4,64
S-2779,Chicago,Shanghai,94,23,46,2292,Medium,0.2,51
S-2780,Singapore,New York,80,47,33,10689,High,0.2,60
S-2781,Rotterdam,Mumbai,113,60,4,2864,Critical,0.4,70
S-2782,Toronto,Chicago,21,20,12,744,High,7.2,50
S-2783,Frankfurt,Dubai,14,60,59,7300,Critical,1.1,64
S-2784,Tokyo,Mumbai,39,60,60,4708,Medium,2.6,62
S-2785,Rotterdam,Tokyo,85,12,61,8574,Medium,1.0,64
S-2786,Shanghai,Los Angeles,28,10,95,2053,Critical,2.3,67
S-2787,Dubai,Singapore,28,32,23,11303,High,2.6,56
S-2788,Tokyo,Toronto,66,66,73,4870,Medium,2.6,72
S-2789,Tokyo,Shanghai,74,4,95,6808,Low,6.4,77
S-2790,Mumbai,Los Angeles,81,4,30,3152,Critical,2.6,68
S-2791,New York,Chicago,109,44,24,10800,Critical,3.6,88
S-2792,New York,Tokyo,33,69,56,2430,High,5.2,75
S-2793,Rotterdam,Frankfurt,114,23,32,6086,Critical,6.2,97
S-2794,Tokyo,Dubai,85,43,97,9004,High,0.5,81
S-2795,Frankfurt,Sydney,3,69,16,2049,Medium,7.8,65
S-2796,Dubai,Shanghai,70,37,16,6195,High,3.6,67
S-2797,Dubai,Toronto,23,50,65,3692,Medium,6.7,67
S-2798,Mumbai,Singapore,93,45,67,10345,Medium,4.5,90
S-2799,Chicago,Mumbai,102,68,46,9338,Medium,5.5,96
S-2800,Shanghai,Frankfurt,20,12,87,3213,Medium,6.7,73
S-2801,Sydney,Shanghai,69,78,54,3812,High,0.4,68
S-2802,Singapore,New York,115,66,53,8307,Critical,2.6,100
S-2803,Singapore,Mumbai,9,32,90,9605,High,1.7,66
S-2804,Toronto,Tokyo,8,7,96,7223,Medium,1.2,53
S-2805,Shanghai,Singapore,50,20,82,7365,Critical,4.7,81
S-2806,Rotterdam,Dubai,28,35,17,7077,Low,5.8,54
S-2807,Tokyo,Shanghai,26,56,18,11513,High,6.1,66
S-2808,Tokyo,Dubai,66,39,67,2181,Critical,1.9,74
S-2809,Singapore,Dubai,69,78,58,3017,Low,7.0,89
S-2810,Sydney,Rotterdam,112,34,5,6750,High,0.9,66
S-2811,Frankfurt,Tokyo,21,62,97,5269,Medium,4.2,67
S-2812,Sydney,Toronto,76,46,30,11393,Critical,6.7,96
S-2813,Frankfurt,Mumbai,81,13,98,5090,High,7.2,100
S-2814,Chicago,Rotterdam,53,32,45,1861,Low,0.8,46
S-2815,New York,Los Angeles,74,63,28,10184,Critical,5.3,87
S-2816,Sydney,New York,71,77,72,6657,Critical,0.3,76
S-2817,Toronto,Sydney,12,73,12,2424,Medium,2.9,46
S-2818,Sydney,Toronto,53,50,91,1153,High,5.2,84
S-2819,New York,Tokyo,110,66,4,7032,Critical,5.4,88
S-2820,Los Angeles,Tokyo,23,3,80,5889,Low,2.3,44
S-2821,Mumbai,Chicago,108,32,45,11690,High,2.8,82
S-2822,Singapore,Chicago,100,6,41,8007,High,6.1,82
S-2823,Los Angeles,Toronto,98,70,82,5773,Critical,6.0,100
S-2824,Shanghai,Chicago,109,11,42,6263,Medium,2.5,66
S-2825,Dubai,Shanghai,81,51,40,10687,Critical,5.1,100
S-2826,Frankfurt,Los Angeles,33,62,44,6021,Critical,7.2,93
